时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"1999-02-08,一",1076.82,1082.46,1064.17,1065.82,212681600,1915979000
"1999-02-09,二",1065.91,1090.17,1065.91,1090.08,205281900,1805294700
"1999-03-01,一",1092.15,1098.35,1084.16,1097.97,288540700,1573510600
"1999-03-02,二",1098.29,1103.25,1090.04,1100.92,404006400,2075631000
"1999-03-03,三",1101.13,1128.78,1101.07,1128.74,559034400,3183463100
"1999-03-04,四",1130.33,1133.73,1120.71,1128.95,495140000,3121497100
"1999-03-05,五",1128.61,1137.96,1124.08,1132.35,520194200,3071186100
"1999-03-08,一",1133.51,1142.15,1128.39,1142.1,563170100,3104663700
"1999-03-09,二",1143.09,1145.71,1135.36,1136.94,590019900,4002903100
"1999-03-10,三",1136.02,1136.08,1127.17,1132.74,532639000,3038058700
"1999-03-11,四",1133.29,1153.83,1133.15,1149.93,694161000,3998205000
"1999-03-12,五",1151.99,1158.71,1148.67,1158.7,706443600,4495672300
"1999-03-15,一",1161.49,1169.7,1159.15,1164.64,729591100,5008176600
"1999-03-16,二",1164.79,1166.96,1155.93,1166.93,659863700,4032669000
"1999-03-17,三",1167.72,1173.04,1158.58,1159.09,754877400,4956740200
"1999-03-18,四",1155.27,1160.68,1147.57,1151.99,592744900,3697612500
"1999-03-19,五",1150.6,1172.93,1150.33,1172.93,716593200,5680622500
"1999-03-22,一",1175.68,1179.65,1168.33,1172.74,769528520,5632754100
"1999-03-23,二",1172.98,1174.48,1163.28,1170.95,878444000,3780260100
"1999-03-24,三",1171.3,1177.33,1167.09,1169.03,613294700,3805379000
"1999-03-25,四",1167.85,1167.88,1155.01,1156.84,513376100,3773399600
"1999-03-26,五",1155.34,1162.42,1154.94,1161.11,515196300,3544642100
"1999-03-29,一",1160.58,1169.5,1158.08,1169.49,551824200,3999718300
"1999-03-30,二",1171.13,1173.66,1156.05,1157.51,514719200,3443104400
"1999-03-31,三",1156.36,1159.53,1150.82,1158.05,484218100,3486601300
"1999-04-01,四",1158.68,1168.53,1158.44,1168.5,620192400,4981375300
"1999-04-02,五",1170.76,1184.43,1170.31,1184.4,766506300,5845190900
"1999-04-05,一",1188.93,1194.51,1187.06,1194.47,807153400,6256008000
"1999-04-06,二",1195.95,1199.83,1191.58,1199.59,670915600,4989342100
"1999-04-07,三",1200.22,1202.32,1193.73,1201.63,814147000,5813793300
"1999-04-08,四",1203.02,1205.41,1192.46,1202.47,817591000,5365980500
"1999-04-09,五",1203.44,1210.09,1196.74,1205.14,980879900,6831574800
"1999-04-12,一",1205.32,1205.68,1193.66,1195.33,1020423500,6908185800
"1999-04-13,二",1192.15,1193.33,1174.14,1178.19,734982100,4912139500
"1999-04-14,三",1176.77,1184.18,1174.27,1181.52,532550200,3833017800
"1999-04-15,四",1182.2,1185.58,1168.58,1170.61,737096600,4546185100
"1999-04-16,五",1168.91,1175.03,1162.31,1166.24,725688900,4492720400
"1999-04-19,一",1164.61,1166.04,1156.6,1158.63,730287700,4014308400
"1999-04-20,二",1160.05,1171.59,1159.56,1171.59,1070051300,3905078300
"1999-04-21,三",1171.95,1173.53,1143.05,1144.07,952217200,4179717000
"1999-04-22,四",1137.91,1140.9,1110.65,1137.16,908921900,4531599300
"1999-04-23,五",1137.6,1144.78,1135.6,1140,687565900,3520446600
"1999-04-26,一",1139.65,1140.17,1111.99,1112.79,604389300,3157918100
"1999-04-27,二",1108.91,1108.91,1089.76,1091.69,563565400,2881964100
"1999-04-28,三",1090.86,1112.29,1087.79,1091.08,473189400,3045270000
"1999-04-29,四",1091.06,1116.42,1090.56,1116.41,515741800,3168527500
"1999-04-30,五",1116.1,1122.22,1114.18,1120.93,423560700,2597537200
"1999-05-04,二",1120.91,1121.91,1108.89,1111.76,410435800,2378657500
"1999-05-05,三",1110.94,1116.96,1105.34,1116.93,437944400,2125256400
"1999-05-06,四",1116.85,1128.9,1116.64,1128.22,639608500,2759395500
"1999-05-07,五",1129.53,1131.49,1117.94,1120.74,583465500,2867402900
"1999-05-10,一",1107.36,1107.36,1065.18,1071.93,688176200,3594177400
"1999-05-11,二",1072.04,1095.41,1072.04,1095.4,434799300,2320905500
"1999-05-12,三",1096.74,1104.81,1092.79,1100,396145000,2346321000
"1999-05-13,四",1100.85,1101.35,1086.46,1088.85,366165900,2016842600
"1999-05-14,五",1087.94,1088,1060.5,1063.28,486089600,2673954500
"1999-05-17,一",1057.48,1072.17,1047.83,1065.56,375444100,2101401100
"1999-05-18,二",1066.52,1075.65,1058.39,1059.86,400444900,1952889400
"1999-05-19,三",1058.7,1109.11,1057.72,1109.08,598773000,4023146200
"1999-05-20,四",1114.66,1147.73,1113.32,1147.71,1067038000,6953874900
"1999-05-21,五",1154.81,1170.14,1152.26,1168.72,1570595700,9421370000
"1999-05-24,一",1173.13,1215.22,1164.9,1213.65,2074093700,13417240900
"1999-05-25,二",1223.13,1244.83,1198.07,1202.89,2873787400,15454290000
"1999-05-26,三",1199.22,1236.14,1195.83,1236.05,1620956100,11756461500
"1999-05-27,四",1247.32,1283.03,1247.32,1283.02,2257612600,17628894000
"1999-05-28,五",1291.96,1294.64,1260.71,1277.15,3197163300,15829195000
"1999-05-31,一",1287.08,1303.48,1253.25,1279.33,2348026400,16681238000
"1999-06-01,二",1283.3,1311.6,1276.11,1311.59,1725521900,13657011000
"1999-06-02,三",1319.83,1330.28,1287.01,1287.93,2224625400,17168164000
"1999-06-03,四",1280.48,1286.91,1259.01,1268.32,1666568800,12441163100
"1999-06-04,五",1271.17,1288,1271.16,1285.58,1368481200,11353125600
"1999-06-07,一",1287.46,1326.61,1285.15,1326.52,1566279100,13072819100
"1999-06-08,二",1336.03,1341.64,1319.5,1333.64,1619985500,13638321000
"1999-06-09,三",1334.85,1350.14,1323.98,1348.61,1563229000,12810832000
"1999-06-10,四",1371,1382.07,1353.56,1364.34,2488545000,18278629000
"1999-06-11,五",1364.28,1376.78,1359.28,1370.39,1884568700,13764889000
"1999-06-14,一",1382.53,1427.77,1382.53,1427.71,2526357800,17337062000
"1999-06-15,二",1453.33,1477.14,1366.65,1387.59,3748858900,26646873000
"1999-06-16,三",1402.34,1460.17,1402.3,1460.17,2520971200,20061051000
"1999-06-17,四",1483.06,1501.02,1450.2,1501.01,3649147400,27755621000
"1999-06-18,五",1511.88,1516.13,1480.98,1498.92,3612150300,26350004000
"1999-06-21,一",1506.83,1546.61,1503.4,1546.41,3069875600,23396705000
"1999-06-22,二",1551.88,1564.45,1524.49,1564.44,3170961200,22159979000
"1999-06-23,三",1571.27,1606.5,1566.63,1606.5,3027723200,25758863000
"1999-06-24,四",1615.63,1654.55,1611.98,1654.11,3762500000,31166178000
"1999-06-25,五",1665.98,1705.21,1591.08,1593.86,5717845700,40443162000
"1999-06-28,一",1606.28,1693.16,1606.28,1693.16,4138804400,29139395000
"1999-06-29,二",1722.74,1742.15,1691.34,1739.2,4012392200,31556771000
"1999-06-30,三",1755.56,1756.18,1666.01,1689.43,4888339700,34109038000
"1999-07-01,四",1678.84,1678.84,1540.03,1560.79,3126120900,25032686000
"1999-07-02,五",1570.56,1620.54,1532.44,1613.53,3438452900,22709080000
"1999-07-05,一",1627.25,1630.38,1573.73,1581.82,2420694300,17791643000
"1999-07-06,二",1568.83,1580.23,1504.37,1517.25,1796852400,12505971800
"1999-07-07,三",1515.16,1568.67,1507.55,1568.65,1572137900,12282010700
"1999-07-08,四",1579.14,1591.13,1560.43,1577.99,1439775200,12900198000
"1999-07-09,五",1577.79,1594.58,1563.16,1584.75,1343694800,12388382900
"1999-07-12,一",1588.38,1589.9,1545.56,1559.73,1408964000,12319168200
"1999-07-13,二",1547.34,1547.34,1511.43,1524.82,1240942400,8994397700
"1999-07-14,三",1526.98,1559.66,1526.22,1559.52,1120753600,9511564200
"1999-07-15,四",1565.04,1567.83,1545.07,1549.34,1597420700,9129384400
"1999-07-16,五",1547.46,1547.61,1512.78,1519.74,1493491600,8891163500
"1999-07-19,一",1500.45,1509.99,1473.23,1479.08,1235493800,8147153200
"1999-07-20,二",1476.03,1574.75,1471.51,1574.6,1731110600,11258244700
"1999-07-21,三",1586.89,1626.95,1573.7,1609.81,2792592000,20722799000
"1999-07-22,四",1606.86,1606.86,1548.49,1550.73,1782063300,13715316000
"1999-07-23,五",1552.24,1597.18,1552.24,1585.98,1330113370,11003223000
"1999-07-26,一",1592.41,1607.07,1587.38,1602.03,1244819370,10225516200
"1999-07-27,二",1605.37,1607.05,1580.82,1590.71,1161682860,9525984700
"1999-07-28,三",1592.45,1609.79,1584.25,1597.2,1070165410,9484130900
"1999-07-29,四",1610.12,1615.75,1585.84,1595.86,874300200,7986502800
"1999-07-30,五",1599.94,1605.27,1587.34,1601.46,919953040,8163627700
"1999-08-02,一",1607.06,1622.38,1603.37,1616.28,1165872600,10094560600
"1999-08-03,二",1622.3,1626.91,1609.12,1626.84,1262798000,10195631800
"1999-08-04,三",1630.99,1649.26,1630.99,1649.13,1528650800,12379579000
"1999-08-05,四",1654.53,1658.69,1641.86,1653.54,1462174000,12885918300
"1999-08-06,五",1655.31,1656.59,1601.84,1646.59,1921231600,15532711000
"1999-08-09,一",1650.28,1651.64,1624.72,1628.84,1348022400,11510440700
"1999-08-10,二",1622.97,1623.03,1597.22,1602.15,1244001920,9513723700
"1999-08-11,三",1598.02,1607.68,1574.71,1583.4,947012100,7091288900
"1999-08-12,四",1583.51,1594.89,1566.71,1575.64,743380130,5655266700
"1999-08-13,五",1581.23,1591.49,1569.3,1571.9,667683270,4933747000
"1999-08-16,一",1568.9,1570.21,1546.84,1560.07,726984630,5240399400
"1999-08-17,二",1562.56,1596.15,1562.56,1576.41,898064420,7168332200
"1999-08-18,三",1578.26,1582.02,1555.98,1581.93,682041730,5605034700
"1999-08-19,四",1587.9,1645.84,1587.87,1637.74,1547297600,12933973600
"1999-08-20,五",1645.54,1651.17,1627.04,1628.93,1181764480,10684262100
"1999-08-23,一",1631.43,1645,1626.95,1645,1064361700,10083887500
"1999-08-24,二",1650.54,1655.14,1638.96,1648.47,1096098500,10704367900
"1999-08-25,三",1649.61,1651.09,1618.54,1625.77,926788840,8452901800
"1999-08-26,四",1622.17,1638.23,1615.86,1638.23,823946730,7140302900
"1999-08-27,五",1642.06,1644.47,1627.26,1633.9,822311670,7405017200
"1999-08-30,一",1635.55,1637.31,1614.45,1619.04,895179600,7774129500
"1999-08-31,二",1622.88,1630.01,1609.8,1627.12,735498400,5946372700
"1999-09-01,三",1627.82,1629.08,1595.96,1599.55,685658600,5778720800
"1999-09-02,四",1591.58,1614.11,1572.42,1611.96,812141800,6259438400
"1999-09-03,五",1613.3,1614.41,1583.45,1587.89,685659700,5283491300
"1999-09-06,一",1577.51,1577.56,1556.83,1560.68,553504600,4024250700
"1999-09-07,二",1558.86,1574.65,1556.74,1562.79,465579900,3981179900
"1999-09-08,三",1563.62,1581.93,1563.6,1571.6,417634600,3706190600
"1999-09-09,四",1590.71,1675.26,1590.7,1675.12,1971351200,14986945000
"1999-09-10,五",1690.03,1695.64,1656.72,1659.93,1955573400,18600734000
"1999-09-13,一",1664.51,1671.64,1656.17,1670.14,1089567400,10974564000
"1999-09-14,二",1675.71,1681.85,1668.13,1672.89,955270700,10136838400
"1999-09-15,三",1675.19,1679.14,1657.79,1662.8,1049506900,8906709100
"1999-09-16,四",1662.46,1664.96,1643.98,1645.51,731580100,7305045500
"1999-09-17,五",1644.8,1662.17,1636.48,1648.56,707474400,6448295400
"1999-09-20,一",1649.12,1651.54,1628.89,1633.83,532600340,4904954500
"1999-09-21,二",1630.02,1630.27,1617.81,1625.59,471771420,4028274800
"1999-09-22,三",1625.17,1632.41,1613.58,1617.06,395887040,3670171600
"1999-09-23,四",1618.77,1622.67,1597.11,1604.2,548435130,4302764900
"1999-09-24,五",1609.83,1631.4,1609.83,1619.33,447894630,3871965600
"1999-09-27,一",1624.46,1629.19,1598.7,1602.16,322035370,4190201300
"1999-09-28,二",1602.79,1606.02,1586.55,1591.43,409767420,3722190200
"1999-09-29,三",1593.72,1608.6,1581,1584.95,474753850,3766047500
"1999-09-30,四",1588.99,1595.01,1567.72,1570.7,455507100,4045558500
"1999-10-08,五",1568.24,1568.38,1531.8,1534.52,331277600,2482259800
"1999-10-11,一",1529.22,1538.34,1516.62,1522.48,333523860,2655557600
"1999-10-12,二",1526.45,1538.28,1526.45,1537.8,233986090,2142747400
"1999-10-13,三",1540.6,1544.45,1504.39,1507.42,362101690,2286188000
"1999-10-14,四",1504.5,1535.24,1494.94,1508.72,403235820,2599842600
"1999-10-15,五",1515.91,1550.71,1515.91,1543.8,566204700,4145652900
"1999-10-18,一",1547.27,1549.37,1499.46,1501.67,560138430,3517368600
"1999-10-19,二",1493.47,1493.49,1468.1,1470.9,486085260,3069334900
"1999-10-20,三",1469.28,1490.76,1463.43,1485.83,431183550,2798379200
"1999-10-21,四",1486.93,1488.01,1452.71,1458.53,477268600,3335652400
"1999-10-22,五",1457.64,1512.93,1457.5,1497.08,784654750,5006161300
"1999-10-25,一",1499.14,1499.39,1465.14,1468.27,516785830,2912732800
"1999-10-26,二",1467.52,1496.45,1467.51,1482.67,755550860,3395246800
"1999-10-27,三",1509.64,1537.3,1504.99,1536.82,1614689900,6969631000
"1999-10-28,四",1541.29,1542.05,1507.79,1514.53,1328372470,5268099800
"1999-10-29,五",1515.18,1520.47,1494.71,1504.56,850051080,4325723000
"1999-11-01,一",1501.73,1506.99,1488.23,1493.1,619149410,3185786300
"1999-11-02,二",1491.76,1499.87,1481.57,1487.47,445031080,2895948500
"1999-11-03,三",1488.37,1492.31,1472.73,1475.68,483841100,2777963500
"1999-11-04,四",1474.14,1474.14,1457.14,1464.83,590314730,3075130900
"1999-11-05,五",1464.6,1478.83,1460.68,1465.23,559923640,2918874200
"1999-11-08,一",1464.49,1477.14,1458.65,1471.38,478403710,2475390000
"1999-11-09,二",1474,1479.83,1461.48,1464.03,440409440,2436849800
"1999-11-10,三",1463.69,1463.73,1436.74,1450.15,679121740,7860074600
"1999-11-11,四",1449.62,1459.45,1440.98,1443.91,467653820,3352626700
"1999-11-12,五",1446.26,1452.93,1444.13,1450.33,340640980,2612716000
"1999-11-15,一",1451.55,1454.09,1436.68,1451.54,807903660,3148118500
"1999-11-16,二",1463.34,1469.6,1428.75,1431.32,831859020,4854076800
"1999-11-17,三",1429.71,1462.79,1427.36,1462.79,652154700,3763921100
"1999-11-18,四",1466.49,1498.08,1454.47,1482.45,1014442370,6753968900
"1999-11-19,五",1485.05,1489.9,1466.35,1468.47,570334300,4069182900
"1999-11-22,一",1468.22,1468.94,1457.61,1464.59,615375300,3514200000
"1999-11-23,二",1464.93,1471.91,1461.38,1466.43,418801300,2856239500
"1999-11-24,三",1466.09,1467.84,1451.03,1454.58,420586800,2537164200
"1999-11-25,四",1451.88,1451.89,1439.94,1444.24,412210400,2630266000
"1999-11-26,五",1443.44,1449.03,1441.52,1444.51,709981200,2757461900
"1999-11-29,一",1444.01,1444.59,1432.96,1435.47,524653800,2785933100
"1999-11-30,二",1433.9,1439.61,1429.55,1434.97,491013700,2434140400
"1999-12-01,三",1434.98,1447.68,1432.95,1447.12,497537900,2878793700
"1999-12-02,四",1446.69,1447.81,1433.54,1435.84,533540700,3291840500
"1999-12-03,五",1436.02,1440.54,1430.66,1437.23,451711300,3066891400
"1999-12-06,一",1436.8,1437.18,1422.73,1426.99,510577900,3156748500
"1999-12-07,二",1426.69,1438.04,1424.76,1428.26,466235700,2978882100
"1999-12-08,三",1428.77,1430.98,1422.05,1424.85,469662100,3290643400
"1999-12-09,四",1424.91,1424.91,1413.63,1416.73,459260100,2850350800
"1999-12-10,五",1416.37,1429.01,1413.45,1428.94,478505800,3519317100
"1999-12-13,一",1429.19,1430.41,1415.29,1417.11,504203500,3758808300
"1999-12-14,二",1415.71,1422.36,1411.07,1422.26,455099500,3061184500
"1999-12-15,三",1423.76,1461.9,1423.74,1451.06,1093707700,6741845100
"1999-12-16,四",1451.72,1451.94,1432.83,1434.87,606256700,4143615400
"1999-12-17,五",1434.63,1438.22,1416.74,1419.55,512280000,3799891000
"1999-12-21,二",1416.5,1416.5,1388.06,1395.5,566057900,3150574800
"1999-12-22,三",1393.83,1397.17,1383.56,1387.51,493602400,3407837000
"1999-12-23,四",1386.79,1387.19,1364.92,1369.46,511264300,3288228600
"1999-12-24,五",1367.69,1375.92,1352.1,1355.37,429204900,2763822300
"1999-12-27,一",1353.53,1359.08,1341.05,1345.35,282684200,3222658300
"1999-12-28,二",1346.45,1368.24,1342.94,1348.82,489294200,2964954300
"1999-12-29,三",1350.27,1358.14,1341.93,1356.93,505357700,3246104300
"1999-12-30,四",1357.82,1366.68,1357.82,1366.58,401398700,2359956200
"2000-01-04,二",1368.69,1407.52,1361.21,1406.37,903403400,5183897900
"2000-01-05,三",1407.83,1433.78,1398.32,1409.68,1057999300,8137326100
"2000-01-06,四",1406.04,1463.95,1400.25,1463.94,1348052300,9520842300
"2000-01-07,五",1477.15,1522.83,1477.15,1516.6,3451570800,19487194000
"2000-01-10,一",1531.71,1546.72,1506.4,1545.11,3125355400,18779112000
"2000-01-11,二",1547.68,1547.71,1468.76,1479.78,2192457300,15771749000
"2000-01-12,三",1473.76,1489.28,1435,1438.02,1522288300,12656691000
"2000-01-13,四",1437.45,1444.07,1418.81,1424.44,861293200,7468732800
"2000-01-14,五",1426.22,1433.47,1401.71,1408.85,744702700,6256399400
"2000-01-17,一",1408.99,1433.38,1402.66,1433.33,764983900,6290278000
"2000-01-18,二",1436.89,1443.59,1421.64,1426.62,776712800,7072430900
"2000-01-19,三",1425.87,1443.67,1425.14,1440.72,800658800,6493590000
"2000-01-20,四",1443.09,1466.9,1443.09,1466.86,1007081300,8875430100
"2000-01-21,五",1471.91,1476.46,1458.93,1465.08,1505097300,13743475000
"2000-01-24,一",1465.86,1477.41,1449.47,1477.34,1624028400,14606044000
"2000-01-25,二",1483.03,1490.46,1467.44,1476.51,1363473600,12996698600
"2000-01-26,三",1477.3,1482.46,1469.98,1481.12,1038253700,9577442400
"2000-01-27,四",1490.45,1506.92,1485.23,1506.77,1897490600,15992564000
"2000-01-28,五",1514.56,1536.35,1510.74,1535,2938568500,20709479000
"2000-02-14,一",1591.44,1674.13,1587.82,1673.94,4357102200,23157620000
"2000-02-15,二",1709.22,1746.44,1663.01,1670.67,5253753100,34925487000
"2000-02-16,三",1674.94,1695.88,1649.7,1693.11,3743555300,34009003000
"2000-02-17,四",1734.27,1770.88,1615.63,1640.65,5143483500,47262171000
"2000-02-18,五",1623.96,1668.16,1583.58,1668.09,2679967000,25842490000
"2000-02-21,一",1681.36,1697.01,1652.48,1677.14,3105238000,32615791000
"2000-02-22,二",1681.3,1687.51,1627.47,1632.29,2425179000,26178823000
"2000-02-23,三",1618.01,1630.55,1586.63,1594.93,1918388900,18577262000
"2000-02-24,四",1593.95,1634.32,1593.93,1634.31,1393222700,14762155000
"2000-02-25,五",1639.92,1650.36,1618.18,1631.58,1705674300,18504670000
"2000-02-28,一",1639.8,1704.88,1639.7,1704.85,2612738200,24422228000
"2000-02-29,二",1728.14,1733.14,1678.35,1714.58,2868075800,32196007000
"2000-03-01,三",1720.6,1721.14,1692.51,1697.74,2248835600,23873891000
"2000-03-02,四",1697.56,1721.6,1682.54,1713.01,1959277500,20352633000
"2000-03-03,五",1728.35,1750.65,1721.7,1738.02,2481548900,25767592000
"2000-03-06,一",1756.31,1762.83,1678.74,1681.08,2650458300,26614912000
"2000-03-07,二",1661.95,1694.89,1654.44,1694.8,1768562800,16439373000
"2000-03-08,三",1699.46,1726.04,1690.12,1726.03,1974595600,17218283000
"2000-03-09,四",1734.77,1741.22,1714.92,1732.35,1787738700,18604743000
"2000-03-10,五",1731.94,1743.14,1701.79,1705.05,1587032100,16393991000
"2000-03-13,一",1706.77,1729.01,1706.35,1728.88,1982918400,12882605900
"2000-03-14,二",1690.65,1700.37,1636.89,1685.35,2287045900,18661145000
"2000-03-15,三",1680.3,1695.16,1676.54,1681.47,1678109300,15695372000
"2000-03-16,四",1671.1,1671.18,1596.07,1607.53,1979037600,13637411000
"2000-03-17,五",1602.36,1661.97,1602.33,1658.6,1533011700,13891457000
"2000-03-20,一",1646.31,1699.28,1641.77,1699.25,1817377200,17219843000
"2000-03-21,二",1704.08,1713.2,1692.68,1710.32,1634876900,17635837000
"2000-03-22,三",1713.24,1726.59,1711.16,1720.45,1465616000,16886303000
"2000-03-23,四",1724.19,1747.28,1711.41,1747.24,1674950100,17434438000
"2000-03-24,五",1761.44,1770.26,1729.48,1730.5,2202548100,22607366000
"2000-03-27,一",1736.7,1776.02,1736.7,1775.91,1991878300,20103074000
"2000-03-28,二",1788.83,1799.95,1774.48,1791.44,2447841900,22388465000
"2000-03-29,三",1797.88,1803.83,1763.62,1788.81,2302668300,19240343000
"2000-03-30,四",1793.68,1811.06,1790.85,1810.98,2930593100,18011624000
"2000-03-31,五",1810.55,1810.9,1780.41,1800.22,2334073400,18552252000
"2000-04-03,一",1799.58,1816.86,1798.25,1801,1886111300,17921349000
"2000-04-04,二",1795.16,1795.16,1755.98,1760.69,1712827300,14832918000
"2000-04-05,三",1756.3,1776.71,1746.3,1771.2,1360457100,12164237500
"2000-04-06,四",1775.78,1809.17,1775.68,1809.14,1500703200,14467556000
"2000-04-07,五",1816.79,1822.62,1807.54,1819.9,1608126200,15683968000
"2000-04-10,一",1826.61,1831.85,1815.99,1826.06,1680915200,16191766000
"2000-04-11,二",1826.4,1828.06,1812.01,1821.17,1424577800,14330834000
"2000-04-12,三",1822.4,1823.83,1785.33,1807.33,1364303200,12673772400
"2000-04-13,四",1807.84,1832.08,1807.71,1831.55,1654905800,14957163000
"2000-04-14,五",1835.86,1840.19,1820.67,1833.67,1790547200,16789066000
"2000-04-17,一",1829.62,1829.93,1778.88,1795.06,1984014000,18006789000
"2000-04-18,二",1794.34,1813.57,1779.29,1813.49,1320473500,12563870500
"2000-04-19,三",1819.08,1831.57,1817.21,1828.71,1276615900,13317001700
"2000-04-20,四",1831.66,1847.51,1831.48,1847.03,1653776100,16462800000
"2000-04-21,五",1851.31,1858.27,1834.85,1841.06,1624462900,17091940000
"2000-04-24,一",1844.69,1848.97,1827.17,1837.4,1616377000,15628040000
"2000-04-25,二",1838.05,1841.86,1815.63,1833.47,1077140400,11112366600
"2000-04-26,三",1835.67,1842.89,1826.39,1832.78,1016383800,10596524300
